"Revenue from Sales to Ultimate Customers (Thousand Dollars) by State by Provider, 1990-2015",,,,,,,,
Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2014,RI,Energy-Only Providers,"18,969","137,917","46,306","2,176",NA,"205,368"
2014,VA,Energy-Only Providers,0,"2,652",589,0,NA,"3,241"
2014,WA,Energy-Only Providers,0,0,"83,372",0,NA,"83,372"
2014,US,Energy-Only Providers,"9,078,957","19,948,224","10,813,269","436,443",NA,"40,276,894"
2014,CA,Delivery-Only Service,"63,136","975,126","448,091","4,112",NA,"1,490,464"
2014,CT,Delivery-Only Service,"482,716","652,696","128,517","4,242",NA,"1,268,171"
2014,DC,Delivery-Only Service,"13,402","299,724","3,321","10,220",NA,"326,667"
2014,DE,Delivery-Only Service,"16,688","55,113","12,586",0,NA,"84,387"
2014,IL,Delivery-Only Service,"1,315,046","821,081","411,798","7,467",NA,"2,555,392"
2014,MA,Delivery-Only Service,"264,255","995,621","215,704","3,084",NA,"1,478,663"
2014,MD,Delivery-Only Service,"300,389","666,300","59,721","8,001",NA,"1,034,412"
2014,ME,Delivery-Only Service,"360,872","198,302","74,616",0,NA,"633,790"
2014,MI,Delivery-Only Service,39,"84,627","52,033",0,NA,"136,699"
2014,MT,Delivery-Only Service,0,"3,130","12,624",0,NA,"15,754"
2014,NH,Delivery-Only Service,"53,266","107,718","48,315",0,NA,"209,300"
2014,NJ,Delivery-Only Service,"219,344","1,155,293","225,169","8,577",NA,"1,608,383"
2014,NV,Delivery-Only Service,0,"3,047","1,564",0,NA,"4,611"
2014,NY,Delivery-Only Service,"1,023,719","3,338,395","252,283","127,611",NA,"4,742,007"
2014,OH,Delivery-Only Service,"1,299,829","1,309,180","546,883",696,NA,"3,156,588"
2014,OR,Delivery-Only Service,0,"20,553","19,950",0,NA,"40,503"
2014,PA,Delivery-Only Service,"1,034,532","640,820","351,600","10,569",NA,"2,037,521"
2014,RI,Delivery-Only Service,"14,409","98,000","26,986","1,982",NA,"141,377"
2014,VA,Delivery-Only Service,0,282,41,0,NA,323
2014,WA,Delivery-Only Service,0,0,"9,502",0,NA,"9,502"
2014,US,Delivery-Only Service,"6,461,642","11,425,010","2,901,302","186,559",NA,"20,974,513"
2013,AK,Total Electric Industry,"381,181","440,007","212,159",0,NA,"1,033,347"
2013,AL,Total Electric Industry,"3,532,584","2,376,592","2,014,487",0,NA,"7,923,662"
2013,AR,Total Electric Industry,"1,746,489","957,321","999,852",48,NA,"3,703,711"
2013,AZ,Total Electric Industry,"3,877,986","2,957,978","833,358",0,NA,"7,669,322"
2013,CA,Total Electric Industry,"14,481,054","16,597,851","6,222,066","71,337",NA,"37,372,308"
2013,CO,Total Electric Industry,"2,210,316","1,982,037","1,082,995","6,507",NA,"5,281,854"
2013,CT,Total Electric Industry,"2,305,821","1,903,714","439,987","19,563",NA,"4,669,084"
2013,DC,Total Electric Industry,"255,575","1,014,908","12,590","30,970",NA,"1,314,044"
2013,DE,Total Electric Industry,"591,965","423,911","220,967",0,NA,"1,236,843"
2013,FL,Total Electric Industry,"12,770,123","8,653,405","1,246,783","7,948",NA,"22,678,259"
2013,GA,Total Electric Industry,"6,135,755","4,529,223","1,972,453","12,569",NA,"12,649,999"
2013,HI,Total Electric Industry,"964,882","1,113,961","1,082,194",0,NA,"3,161,037"
2013,IA,Total Electric Industry,"1,614,968","1,049,965","1,104,037",0,NA,"3,768,970"
2013,ID,Total Electric Industry,"803,665","460,410","568,510",0,NA,"1,832,584"
2013,IL,Total Electric Industry,"4,927,661","4,110,781","2,637,816","30,584",NA,"11,706,842"
2013,IN,Total Electric Industry,"3,672,739","2,328,248","3,201,509","2,096",NA,"9,204,591"
2013,KS,Total Electric Industry,"1,582,807","1,475,546","813,904",0,NA,"3,872,257"
2013,KY,Total Electric Industry,"2,623,038","1,798,004","2,094,351",0,NA,"6,515,394"
2013,LA,Total Electric Industry,"2,895,482","2,173,960","1,825,435","1,072",NA,"6,895,949"
2013,MA,Total Electric Industry,"3,282,074","2,521,429","2,169,240","47,149",NA,"8,019,892"
2013,MD,Total Electric Industry,"3,638,091","3,201,690","329,886","45,807",NA,"7,215,474"
2013,ME,Total Electric Industry,"669,227","471,461","265,002",0,NA,"1,405,690"
2013,MI,Total Electric Industry,"4,962,369","4,170,783","2,416,682",533,NA,"11,550,367"
2013,MN,Total Electric Industry,"2,698,103","2,170,780","1,587,306","1,870",NA,"6,458,059"
2013,MO,Total Electric Industry,"3,745,002","2,686,659","1,104,696","1,735",NA,"7,538,092"
2013,MS,Total Electric Industry,"1,989,585","1,433,114","1,022,567",0,NA,"4,445,266"
2013,MT,Total Electric Industry,"508,873","466,259","229,520",0,NA,"1,204,652"
2013,NC,Total Electric Industry,"6,172,487","4,085,188","1,732,933",588,NA,"11,991,196"
2013,ND,Total Electric Industry,"459,360","476,912","378,338",0,NA,"1,314,610"
2013,NE,Total Electric Industry,"1,037,786","807,459","837,384",0,NA,"2,682,629"
2013,NH,Total Electric Industry,"743,587","610,718","224,839",0,NA,"1,579,144"
2013,NJ,Total Electric Industry,"4,489,692","4,883,739","816,914","31,898",NA,"10,222,244"
2013,NM,Total Electric Industry,"794,916","874,970","462,597",0,NA,"2,132,483"
2013,NV,Total Electric Industry,"1,444,315","838,527","896,458",701,NA,"3,180,001"
2013,NY,Total Electric Industry,"9,543,510","11,721,657","1,179,389","391,038",NA,"22,835,593"
2013,OH,Total Electric Industry,"6,264,302","4,367,476","3,196,429","2,917",NA,"13,831,124"
2013,OK,Total Electric Industry,"2,244,427","1,541,200","927,308",0,NA,"4,712,935"
2013,OR,Total Electric Industry,"1,913,137","1,395,822","707,974","1,996",NA,"4,018,928"
2013,PA,Total Electric Industry,"6,938,374","3,990,880","3,347,992","63,526",NA,"14,340,772"
2013,RI,Total Electric Industry,"481,014","473,699","109,106","3,443",NA,"1,067,261"
2013,SC,Total Electric Industry,"3,455,720","2,086,085","1,722,902",0,NA,"7,264,707"
2013,SD,Total Electric Industry,"494,855","396,838","189,746",0,NA,"1,081,439"
2013,TN,Total Electric Industry,"4,083,088","3,356,761","1,412,984",208,NA,"8,853,041"
2013,TX,Total Electric Industry,"15,926,136","10,944,864","5,920,133","6,190",NA,"32,797,323"
2013,UT,Total Electric Industry,"974,822","915,606","587,626","5,779",NA,"2,483,833"
2013,VA,Total Electric Industry,"4,924,510","3,820,166","1,136,239","15,897",NA,"9,896,812"
2013,VT,Total Electric Industry,"364,245","295,636","156,753",0,NA,"816,634"
2013,WA,Total Electric Industry,"3,129,362","2,307,207","1,152,363",478,NA,"6,589,411"
2013,WI,Total Electric Industry,"2,993,098","2,542,086","1,729,642",0,NA,"7,264,826"
2013,WV,Total Electric Industry,"1,103,102","636,469","745,335",346,NA,"2,485,252"
2013,WY,Total Electric Industry,"287,380","348,530","652,083",0,NA,"1,287,993"
2013,US,Total Electric Industry,"169,130,640","137,188,490","67,933,816","804,792",NA,"375,057,738"
2013,AK,Full-Service Providers,"381,181","440,007","212,159",0,NA,"1,033,347"
2013,AL,Full-Service Providers,"3,532,584","2,376,592","2,014,487",0,NA,"7,923,662"
2013,AR,Full-Service Providers,"1,746,489","957,321","999,852",48,NA,"3,703,711"
2013,AZ,Full-Service Providers,"3,877,986","2,957,978","833,358",0,NA,"7,669,322"
2013,CA,Full-Service Providers,"14,365,383","14,879,902","5,258,482","47,215",NA,"34,550,981"
2013,CO,Full-Service Providers,"2,210,316","1,982,037","1,082,995","6,507",NA,"5,281,854"
2013,CT,Full-Service Providers,"1,196,378","422,688","98,417",0,NA,"1,717,482"
2013,DC,Full-Service Providers,"212,234","137,415",0,0,NA,"349,649"
2013,DE,Full-Service Providers,"562,459","193,355","86,891",0,NA,"842,705"
2013,FL,Full-Service Providers,"12,770,123","8,653,405","1,246,783","7,948",NA,"22,678,259"
2013,GA,Full-Service Providers,"6,135,755","4,529,223","1,972,453","12,569",NA,"12,649,999"
2013,HI,Full-Service Providers,"964,882","1,113,961","1,082,194",0,NA,"3,161,037"
2013,IA,Full-Service Providers,"1,614,968","1,049,965","1,104,037",0,NA,"3,768,970"
2013,ID,Full-Service Providers,"803,665","460,410","568,510",0,NA,"1,832,584"
2013,IL,Full-Service Providers,"2,408,919","1,420,328","418,023",795,NA,"4,248,065"
2013,IN,Full-Service Providers,"3,672,739","2,328,248","3,201,509","2,096",NA,"9,204,591"
2013,KS,Full-Service Providers,"1,582,807","1,475,546","813,904",0,NA,"3,872,257"
2013,KY,Full-Service Providers,"2,623,038","1,798,004","2,094,351",0,NA,"6,515,394"
2013,LA,Full-Service Providers,"2,895,482","2,173,960","1,825,435","1,072",NA,"6,895,949"
2013,MA,Full-Service Providers,"2,757,172","1,138,714","562,969",0,NA,"4,458,855"
2013,MD,Full-Service Providers,"2,747,486","860,063","53,461",0,NA,"3,661,010"
2013,ME,Full-Service Providers,"11,165","5,380","3,303",0,NA,"19,848"
2013,MI,Full-Service Providers,"4,962,286","3,858,363","2,073,035",533,NA,"10,894,218"
2013,MN,Full-Service Providers,"2,698,103","2,170,780","1,587,306","1,870",NA,"6,458,059"
2013,MO,Full-Service Providers,"3,745,002","2,686,659","1,104,696","1,735",NA,"7,538,092"
2013,MS,Full-Service Providers,"1,989,585","1,433,114","1,022,567",0,NA,"4,445,266"
2013,MT,Full-Service Providers,"508,871","458,130","120,552",0,NA,"1,087,553"
2013,NC,Full-Service Providers,"6,172,487","4,085,188","1,732,933",588,NA,"11,991,196"
2013,ND,Full-Service Providers,"459,360","476,912","378,338",0,NA,"1,314,610"
2013,NE,Full-Service Providers,"1,037,786","807,459","837,384",0,NA,"2,682,629"
2013,NH,Full-Service Providers,"641,544","295,039","57,845",0,NA,"994,427"
2013,NJ,Full-Service Providers,"3,667,393","1,476,083","135,030",0,NA,"5,278,506"
2013,NM,Full-Service Providers,"794,916","874,970","462,597",0,NA,"2,132,483"
2013,NV,Full-Service Providers,"1,444,315","784,188","851,122",701,NA,"3,080,327"
2013,NY,Full-Service Providers,"7,483,925","4,531,104","254,949","51,777",NA,"12,321,755"
2013,OH,Full-Service Providers,"3,798,765","1,306,727","1,008,694",349,NA,"6,114,534"
2013,OK,Full-Service Providers,"2,244,427","1,541,200","927,308",0,NA,"4,712,935"
2013,OR,Full-Service Providers,"1,913,137","1,341,944","629,882","1,996",NA,"3,886,958"
2013,PA,Full-Service Providers,"4,363,679","1,089,758","244,372",0,NA,"5,697,809"
2013,RI,Full-Service Providers,"467,972","241,004","31,266",0,NA,"740,241"
2013,SC,Full-Service Providers,"3,455,720","2,086,085","1,722,902",0,NA,"7,264,707"
2013,SD,Full-Service Providers,"494,855","396,838","189,746",0,NA,"1,081,439"
2013,TN,Full-Service Providers,"4,083,088","3,356,761","1,412,984",208,NA,"8,853,041"
2013,TX,Full-Service Providers,"15,926,136","10,944,864","5,920,133","6,190",NA,"32,797,323"
2013,UT,Full-Service Providers,"974,822","915,606","587,626","5,779",NA,"2,483,833"
2013,VA,Full-Service Providers,"4,924,510","3,820,166","1,136,239","15,897",NA,"9,896,812"
2013,VT,Full-Service Providers,"364,245","295,636","156,753",0,NA,"816,634"
2013,WA,Full-Service Providers,"3,129,362","2,303,713","1,061,935",478,NA,"6,495,487"
2013,WI,Full-Service Providers,"2,993,098","2,542,086","1,729,642",0,NA,"7,264,826"
2013,WV,Full-Service Providers,"1,103,102","636,469","745,335",346,NA,"2,485,252"
2013,WY,Full-Service Providers,"287,380","348,530","652,083",0,NA,"1,287,993"
2013,US,Full-Service Providers,"155,203,081","108,459,874","54,308,822","166,697",NA,"318,138,474"
2013,CA,Restructured Retail Service Providers,"115,671","1,717,950","963,584","24,122",NA,"2,821,327"
2013,CT,Restructured Retail Service Providers,"1,109,443","1,481,026","341,570","19,563",NA,"2,951,602"
2013,DC,Restructured Retail Service Providers,"43,341","877,493","12,590","30,970",NA,"964,395"
2013,DE,Restructured Retail Service Providers,"29,506","230,557","134,076",0,NA,"394,139"
2013,IL,Restructured Retail Service Providers,"2,518,742","2,690,453","2,219,793","29,789",NA,"7,458,777"
2013,MA,Restructured Retail Service Providers,"524,902","1,382,715","1,606,271","47,149",NA,"3,561,037"
2013,MD,Restructured Retail Service Providers,"890,606","2,341,627","276,425","45,807",NA,"3,554,464"
2013,ME,Restructured Retail Service Providers,"658,062","466,081","261,699",0,NA,"1,385,842"
2013,MI,Restructured Retail Service Providers,83,"312,420","343,647",0,NA,"656,150"
2013,MT,Restructured Retail Service Providers,2,"8,129","108,968",0,NA,"117,100"
2013,NH,Restructured Retail Service Providers,"102,043","315,680","166,994",0,NA,"584,717"
2013,NJ,Restructured Retail Service Providers,"822,299","3,407,657","681,884","31,898",NA,"4,943,738"
2013,NV,Restructured Retail Service Providers,0,"54,338","45,336",0,NA,"99,674"
2013,NY,Restructured Retail Service Providers,"2,059,585","7,190,553","924,440","339,261",NA,"10,513,838"
2013,OH,Restructured Retail Service Providers,"2,465,537","3,060,750","2,187,735","2,568",NA,"7,716,590"
2013,OR,Restructured Retail Service Providers,0,"53,878","78,092",0,NA,"131,969"
2013,PA,Restructured Retail Service Providers,"2,574,695","2,901,122","3,103,620","63,526",NA,"8,642,963"
2013,RI,Restructured Retail Service Providers,"13,042","232,695","77,840","3,443",NA,"327,020"
2013,WA,Restructured Retail Service Providers,0,"3,495","90,429",0,NA,"93,923"
2013,US,Restructured Retail Service Providers,"13,927,559","28,728,616","13,624,994","638,095",NA,"56,919,264"
2013,CA,Energy-Only Providers,"46,596","895,042","581,353","20,805",NA,"1,543,797"
2013,CT,Energy-Only Providers,"551,050","777,483","203,943","12,172",NA,"1,544,648"
2013,DC,Energy-Only Providers,"31,176","592,347","9,520","21,222",NA,"654,265"
2013,DE,Energy-Only Providers,"19,849","183,458","123,451",0,NA,"326,758"
2013,IL,Energy-Only Providers,"1,382,330","1,954,669","1,829,383","22,550",NA,"5,188,933"
2013,MA,Energy-Only Providers,"268,773","753,506","914,110","44,048",NA,"1,980,437"
2013,MD,Energy-Only Providers,"611,690","1,692,297","216,931","38,265",NA,"2,559,183"
2013,ME,Energy-Only Providers,"309,797","269,921","189,840",0,NA,"769,558"
2013,MI,Energy-Only Providers,44,"226,264","292,380",0,NA,"518,688"
2013,MT,Energy-Only Providers,1,"4,899","96,512",0,NA,"101,412"
2013,NH,Energy-Only Providers,"55,781","198,077","114,681",0,NA,"368,540"
2013,NJ,Energy-Only Providers,"565,490","2,187,540","443,727","22,324",NA,"3,219,082"
2013,NV,Energy-Only Providers,0,"51,605","43,467",0,NA,"95,072"
2013,NY,Energy-Only Providers,"990,105","3,808,422","617,155","210,613",NA,"5,626,295"
2013,OH,Energy-Only Providers,"1,314,170","1,839,413","1,708,063","1,891",NA,"4,863,537"
2013,OR,Energy-Only Providers,0,"30,824","53,476",0,NA,"84,300"
2013,PA,Energy-Only Providers,"1,601,635","2,274,614","2,760,022","55,413",NA,"6,691,684"
2013,RI,Energy-Only Providers,"6,961","132,172","49,659","1,627",NA,"190,420"
2013,WA,Energy-Only Providers,0,"3,006","82,180",0,NA,"85,185"
2013,US,Energy-Only Providers,"7,755,451","17,875,559","10,329,854","450,929",NA,"36,411,793"
2013,CA,Delivery-Only Service,"69,075","822,907","382,231","3,317",NA,"1,277,530"
2013,CT,Delivery-Only Service,"558,393","703,543","137,627","7,391",NA,"1,406,954"
2013,DC,Delivery-Only Service,"12,165","285,147","3,070","9,748",NA,"310,130"
2013,DE,Delivery-Only Service,"9,657","47,099","10,625",0,NA,"67,381"
2013,IL,Delivery-Only Service,"1,136,411","735,784","390,410","7,239",NA,"2,269,844"
2013,MA,Delivery-Only Service,"256,129","629,209","692,161","3,102",NA,"1,580,601"
2013,MD,Delivery-Only Service,"278,915","649,330","59,494","7,541",NA,"995,281"
2013,ME,Delivery-Only Service,"348,265","196,160","71,858",0,NA,"616,284"
2013,MI,Delivery-Only Service,39,"86,155","51,267",0,NA,"137,462"
2013,MT,Delivery-Only Service,1,"3,230","12,456",0,NA,"15,687"
2013,NH,Delivery-Only Service,"46,262","117,603","52,313",0,NA,"216,177"
2013,NJ,Delivery-Only Service,"256,809","1,220,116","238,157","9,574",NA,"1,724,656"
2013,NV,Delivery-Only Service,0,"2,733","1,869",0,NA,"4,602"
2013,NY,Delivery-Only Service,"1,069,480","3,382,131","307,285","128,648",NA,"4,887,544"
2013,OH,Delivery-Only Service,"1,151,367","1,221,337","479,672",677,NA,"2,853,054"
2013,OR,Delivery-Only Service,0,"23,054","24,616",0,NA,"47,669"
2013,PA,Delivery-Only Service,"973,060","626,509","343,598","8,113",NA,"1,951,279"
2013,RI,Delivery-Only Service,"6,081","100,522","28,181","1,815",NA,"136,600"
2013,WA,Delivery-Only Service,0,489,"8,249",0,NA,"8,738"
2013,US,Delivery-Only Service,"6,172,108","10,853,058","3,295,139","187,166",NA,"20,507,471"
2012,AK,Total Electric Industry,"386,304","429,152","232,325",0,NA,"1,047,781"
2012,AL,Total Electric Industry,"3,491,380","2,318,146","2,100,936",0,NA,"7,910,462"
2012,AR,Total Electric Industry,"1,664,696","933,567","971,266",52,NA,"3,569,581"
2012,AZ,Total Electric Industry,"3,718,357","2,829,551","813,094",0,NA,"7,361,001"
2012,CA,Total Electric Industry,"13,821,565","16,327,164","4,925,482","49,095",NA,"35,123,306"
2012,CO,Total Electric Industry,"2,087,889","1,878,364","1,070,816","5,083",NA,"5,042,152"
2012,CT,Total Electric Industry,"2,212,594","1,901,294","451,910","18,680",NA,"4,584,478"
2012,DC,Total Electric Industry,"245,940","1,047,560","11,919","29,239",NA,"1,334,657"
2012,DE,Total Electric Industry,"614,037","429,799","230,215",0,NA,"1,274,051"
2012,FL,Total Electric Industry,"12,806,820","8,894,821","1,319,868","7,093",NA,"23,028,602"
2012,GA,Total Electric Industry,"5,996,286","4,400,045","1,866,393","12,015",NA,"12,274,740"
2012,HI,Total Electric Industry,"1,022,944","1,129,545","1,128,570",0,NA,"3,281,059"
2012,IA,Total Electric Industry,"1,513,376","977,690","1,033,194",0,NA,"3,524,261"
2012,ID,Total Electric Industry,"707,181","410,328","524,514",0,NA,"1,642,023"
2012,IL,Total Electric Industry,"5,335,088","4,058,476","2,625,085","33,992",NA,"12,052,640"
2012,IN,Total Electric Industry,"3,469,890","2,195,779","3,053,069","1,940",NA,"8,720,678"
2012,KS,Total Electric Industry,"1,551,102","1,427,425","782,714",0,NA,"3,761,241"
2012,KY,Total Electric Industry,"2,460,674","1,637,229","2,364,592",0,NA,"6,462,494"
2012,LA,Total Electric Industry,"2,514,353","1,879,856","1,448,981",924,NA,"5,844,114"
2012,MA,Total Electric Industry,"3,029,292","2,453,106","2,127,180","17,162",NA,"7,626,740"
2012,MD,Total Electric Industry,"3,424,556","3,141,296","364,075","43,786",NA,"6,973,713"
2012,ME,Total Electric Industry,"656,822","467,228","241,624",0,NA,"1,365,674"
2012,MI,Total Electric Industry,"4,871,034","4,211,356","2,427,143",556,NA,"11,510,089"
2012,MN,Total Electric Industry,"2,504,491","1,988,679","1,530,592","1,500",NA,"6,025,263"
2012,MO,Total Electric Industry,"3,491,827","2,499,371","1,036,772","1,504",NA,"7,029,475"
2012,MS,Total Electric Industry,"1,846,707","1,266,977","1,048,844",0,NA,"4,162,529"
2012,MT,Total Electric Industry,"481,814","448,886","212,720",0,NA,"1,143,421"
2012,NC,Total Electric Industry,"5,962,720","4,029,839","1,727,483",562,NA,"11,720,603"
2012,ND,Total Electric Industry,"406,332","409,867","335,697",0,NA,"1,151,896"
2012,NE,Total Electric Industry,"972,315","773,868","834,871",0,NA,"2,581,053"
2012,NH,Total Electric Industry,"713,388","598,371","231,041",0,NA,"1,542,800"
2012,NJ,Total Electric Industry,"4,523,770","4,898,822","816,326","28,067",NA,"10,266,984"
2012,NM,Total Electric Industry,"769,384","854,645","422,675",0,NA,"2,046,704"
2012,NV,Total Electric Industry,"1,433,832","822,471","890,523",683,NA,"3,147,509"
2012,NY,Total Electric Industry,"8,929,713","11,445,525","917,700","390,271",NA,"21,683,209"
