description,units,source key,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16
Average cost of fossil fuels for electricity generation (per Btu) for petroleum liquids,dollars per million Btu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States : all sectors,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-NM-1.M,22.58,21.98,25.25,26.82,30.71,33.94,35.08,29.34,17.01,21.4,18.1,13.58,14,11.34,10.52,13.17,12.75,13.43,15.26,16.68,15.45,28.81,15.57,19.11,21.83,17.38,18.5,19.93,19.99,18.32,17.6,19.33,18.96,19.87,20.4,21.38,21.51,22.85,26.92,28.58,26.81,25.85,23.15,21.22,24.14,24,25.17,24.8,25.43,25.09,27.58,25.78,25.78,22.95,22.19,24.51,28.31,28.66,25.73,24.95,26.17,22.63,26.39,24.5,23.14,24.24,24.29,25.25,24.6,23.78,23.97,23.7,23.56,24.15,24.33,25.85,24.79,23.58,25.73,24.62,23.47,21.84,24.01,18.98,12.63,18.44,15.64,15.22,16.71,16.42,19.59,14.37,12.1,12.55,14.98,13.33,8.44,8.81,8.95,11.44,12.14,13.59,11.6,11.3,12.5,13.05,13.31
New Mexico : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-NM-94.M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Utah,,ELEC.COST_BTU.PEL-UT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah : all sectors,,ELEC.COST_BTU.PEL-UT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-UT-98.M,19.16,20.61,22.61,25.5,29.38,24.37,29.04,26.55,24.88,20.81,16.05,13.22,NM,NM,W,11.25,12.63,14.87,14.65,14.24,15.96,15.32,17.07,16.05,16.27,16.51,W,18.44,W,W,W,W,17.05,18.05,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,8.07,5.9,0,11.6,12.81,12.65,13.93,11.25,13.44,13.13,11.43
Utah : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-UT-1.M,19.16,20.61,22.61,25.5,29.38,24.37,29.04,26.55,24.88,20.81,16.05,13.22,NM,NM,10.08,11.25,12.63,14.87,14.65,14.24,15.96,15.32,17.07,16.05,16.26,16.5,17.46,18.43,18.25,16.43,16.83,17.16,17.05,18.04,20.45,18.88,NM,21.3,23.51,24.98,23.95,22.1,23.37,NM,23.75,23.75,26.01,24.05,20.31,23.54,21.96,25.57,25.03,21.16,20.25,26.47,27.16,25.33,25.53,19.27,21.28,25,20.28,20.08,24.13,21.57,21.26,26.36,22.28,24.42,24.59,23.58,22.14,21.24,24.24,23.13,25.19,17.76,23.09,22.98,21.58,22.16,22.61,14.49,10.23,14.7,16.2,14.97,16.54,15.3,12.81,10.54,15.43,14.62,13.88,10.55,8.07,5.9,0,11.6,12.81,12.65,13.93,11.25,13.44,13.13,11.43
Utah : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-UT-94.M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,17.11,16.74,W,18.66,W,W,W,W,17.12,18.29,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0,0,0
Wyoming,,ELEC.COST_BTU.PEL-WY-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming : all sectors,,ELEC.COST_BTU.PEL-WY-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-WY-98.M,20.77,21.72,23.36,25.71,28.51,29.95,29.21,21.22,25.73,17.36,16.42,13.7,12.56,10.5,W,9,13.14,14.13,14.16,15.25,15.21,15.27,16.46,17.4,13.49,15.56,16.54,18.31,17.58,16.45,17.22,16.29,17.54,18.88,19.3,20.16,19.01,20.86,23.26,26.67,25.5,24.06,24.9,22.48,24.34,24.32,23.59,25.03,19.16,23.78,22.16,23.93,23.52,22.05,17.62,21.49,25.71,23.76,20.74,21.23,19.24,25.15,23.86,23.58,22.84,23.81,22.32,23.65,22.86,23.56,22.95,23.72,23.63,23.19,23.08,22.27,25.1,21.56,24.46,23.85,20.85,21.73,21.82,18.8,13.76,14.13,20.28,11.04,23.09,13.98,12.39,13.08,14.87,11.72,12.29,13.6,10.65,10.74,8.59,9.89,10.34,12.67,11.05,13.04,11.64,11.21,11.75
Wyoming : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-WY-1.M,20.77,21.72,23.36,25.71,28.51,29.95,29.21,21.22,25.73,17.36,16.42,13.7,12.56,10.5,10.72,9,13.14,14.13,14.16,15.25,15.21,15.27,16.46,17.4,13.49,15.56,16.54,18.31,17.58,16.45,17.22,16.29,17.54,18.88,19.3,20.16,19.01,20.86,23.26,26.67,25.5,24.06,24.9,22.48,24.34,24.32,23.59,25.03,19.16,23.78,22.16,23.93,23.52,22.05,17.62,21.49,25.71,23.76,20.74,21.23,19.24,25.15,23.86,23.58,22.84,23.81,22.32,23.65,22.86,23.56,22.95,23.72,23.63,23.19,23.08,22.27,25.1,21.56,24.46,23.85,20.85,21.73,21.82,18.8,13.76,14.13,20.28,11.04,23.09,13.98,12.39,13.08,14.87,11.72,12.29,13.6,10.65,10.74,8.59,9.89,10.34,12.67,11.05,13.04,11.64,11.21,11.75
Wyoming : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-WY-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Pacific Contiguous,,ELEC.COST_BTU.PEL-PCC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Contiguous : all sectors,,ELEC.COST_BTU.PEL-PCC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Contiguous : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-PCC-98.M,19.96,W,W,W,W,W,W,W,W,W,19.13,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,W,W,W,W,W,W,W,0,26.3,21.11,W,W,W,W,W,W,W,W,W,0,22.22,W,W,0,W,W,W,W,W,W,W,0,0,W,W,W,0,19,W,W,0,W,W,0,W,W,W,W,W,W,W,W,0,0,W,0,0,W,W,W,W,W,W
Pacific Contiguous : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-PCC-1.M,20.07,21.32,22.17,24.29,25.51,28.55,30.3,29.03,25.24,20.84,18.71,11.56,10.01,NM,10.19,11.19,12.31,13.11,14.7,14.87,15.99,16.09,17.18,16.57,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,19.79,21.72,23.13,25.14,25.93,NM,23.08,23.58,23.72,NM,26.7,NM,0,0,28.48,0,26.3,21.11,0,0,24.61,25.41,25.12,24.51,23.63,0,0,0,22.22,21.49,0,0,0,0,23.48,0,0,0,0,0,0,22.68,0,0,0,19,0,16.63,0,0,0,0,0,0,16.49,0,0,0,10.66,10.41,0,0,0,0,0,0,0,0,0,0,12.29
Pacific Contiguous : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-PCC-94.M,19.21,W,W,W,W,W,W,W,W,W,21.23,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,W,W,W,W,W,W,W,0,0,0,W,W,W,W,W,W,W,W,W,0,0,W,W,0,W,W,W,W,W,W,W,0,0,W,W,W,0,0,W,W,0,W,W,0,W,W,W,W,W,W,W,W,0,0,W,0,0,W,W,W,W,W,W
California,,ELEC.COST_BTU.PEL-CA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California : all sectors,,ELEC.COST_BTU.PEL-CA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-CA-98.M,19.99,W,W,W,W,W,W,W,W,21.61,17.47,12.75,W,W,W,W,W,W,W,W,W,W,W,W,W,W,16.66,NM,17.54,W,17.01,17.17,W,22.28,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,0,0,28.48,0,26.3,0,0,0,0,25.99,25.55,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-CA-1.M,19.96,21.28,21.52,23.83,25.67,26.68,30.22,27.15,24.59,21.13,17.64,12.82,12.11,NM,11.11,10.99,12.39,13.14,14.49,14.7,15.73,15.9,16.08,16.82,16.35,16.55,16.65,NM,17.54,17.42,17,17.17,18.07,22.4,NM,NM,19.8,20.53,22.66,NM,25.98,NM,NM,23.59,23.73,NM,NM,NM,0,0,28.48,0,26.3,0,0,0,0,25.99,25.55,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-CA-94.M,20.42,W,W,W,W,W,W,W,W,23.15,15.17,11.53,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,NM,NM,W,NM,NM,W,NM,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon,,ELEC.COST_BTU.PEL-OR-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon : all sectors,,ELEC.COST_BTU.PEL-OR-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-OR-98.M,0,0,0,0,0,0,0,0,0,0,0,9.76,9.08,9.05,W,0,0,0,0,14.68,0,0,0,0,0,0,0,0,NM,0,16.11,0,0,0,0,0,0,0,0,25.29,NM,NM,22.08,0,0,0,0,0,0,0,0,0,0,21.11,0,0,24.61,23.98,0,0,0,0,0,0,22.22,21.49,0,0,0,0,0,0,0,0,0,0,0,22.68,0,0,0,19,0,0,0,0,0,0,0,0,16.49,0,0,0,10.53,10.41,0,0,0,0,0,0,0,0,0,0,0
Oregon : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-OR-1.M,0,0,0,0,0,0,0,0,0,0,0,9.76,9.08,9.05,9.05,0,0,0,0,14.68,0,0,0,0,0,0,0,0,NM,0,16.11,0,0,0,0,0,0,0,0,25.29,NM,NM,22.08,0,0,0,0,0,0,0,0,0,0,21.11,0,0,24.61,23.98,0,0,0,0,0,0,22.22,21.49,0,0,0,0,0,0,0,0,0,0,0,22.68,0,0,0,19,0,0,0,0,0,0,0,0,16.49,0,0,0,10.53,10.41,0,0,0,0,0,0,0,0,0,0,0
Oregon : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-OR-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Washington,,ELEC.COST_BTU.PEL-WA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington : all sectors,,ELEC.COST_BTU.PEL-WA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-WA-98.M,19.67,W,W,W,W,W,W,W,W,W,23.9,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,W,W,W,W,W,W,W,W,W,0,0,W,W,0,W,W,W,W,W,W,W,0,0,W,W,W,0,0,W,W,0,W,W,0,W,W,W,W,W,W,W,W,0,0,W,0,0,W,W,W,W,W,W
Washington : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-WA-1.M,21.65,21.98,26.85,27.51,24.83,32.89,30.8,38.08,33.86,19.23,23.91,22.3,12.28,11.63,11.56,12.35,11.74,12.92,18.73,18.57,23.27,24.03,17.89,16.28,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,19.36,21.33,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,28.04,NM,0,0,0,0,0,0,0,0,0,0,25.04,24.31,23.63,0,0,0,0,0,0,0,0,0,23.48,0,0,0,0,0,0,0,0,0,0,0,0,16.63,0,0,0,0,0,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0,0,0,0,12.29
Washington : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-WA-94.M,17.44,W,W,W,W,W,W,W,W,W,23.9,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,W,W,W,W,W,W,W,W,W,0,0,W,W,0,W,W,W,W,W,W,W,0,0,W,W,W,0,0,W,W,0,W,W,0,W,W,W,W,W,W,W,W,0,0,W,0,0,W,W,W,W,W,W
Pacific Noncontiguous,,ELEC.COST_BTU.PEL-PCN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Noncontiguous : all sectors,,ELEC.COST_BTU.PEL-PCN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Noncontiguous : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-PCN-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Pacific Noncontiguous : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-PCN-1.M,16.01,16.37,15.29,16.94,19.02,19.49,22.23,22.29,19.87,19.47,15.62,10.86,8.67,8.2,8.3,8.24,8.85,10.33,11.51,12.33,13.24,12.98,12.63,13.43,13.55,13.89,13.75,14.32,14.67,15.16,14.26,14.75,14.66,14.94,15.61,16.45,17.36,18,19.23,20.7,21.84,22.25,21.51,20.86,21.46,21.55,21.48,22.05,21.63,22.04,22.64,23.89,23.97,23.16,21.18,20.67,21.35,21.93,21.96,21.23,20.08,20.51,21.05,21.48,20.48,20.56,19.89,20.04,21.21,21.63,21.47,20.8,20.91,20.99,20.9,21.67,21.36,20.9,21.38,21.56,20.1,19,16.82,14.46,12.32,9.58,10.6,12.6,11.89,13.9,14.05,12.28,9.82,8.37,9.01,9.07,7.5,6.23,5.6,7.55,8.57,9.52,10.18,9.22,8.37,9.22,10.19
Pacific Noncontiguous : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-PCN-94.M,16.18,W,W,W,W,W,W,W,W,W,13.93,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Alaska,,ELEC.COST_BTU.PEL-AK-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska : all sectors,,ELEC.COST_BTU.PEL-AK-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-AK-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,19.83,20.31,23.19,25.35,24.64,24.18,24.62,22.63,23.77,23.37,24.22,23.08,22.97,25.43,25.63,25.93,23.69,20.53,21.49,23.09,23.54,22.88,25.08,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,18.63,16.5,16.22,16.37,15.73,12.93,11.23,11.77,11.83,11.54,0,16.1,0,14.41,0,15.57,16.04
Alaska : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-AK-1.M,19.7,20.55,22.68,26.11,28.96,30.05,28.47,26.05,23.93,18.95,14.52,10.29,10.35,10,10.64,10.2,12.65,14.36,14.14,15.01,15.52,16.54,16.03,16.09,16.4,16,16.9,17.45,16.46,17.14,16.92,16.9,16.65,17.64,18.14,18.81,19.83,20.31,23.19,25.35,24.64,24.18,24.62,22.63,23.77,23.37,24.22,23.08,22.97,25.43,25.63,25.93,23.69,20.53,21.49,23.09,23.54,22.88,25.08,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,18.63,16.5,16.22,16.37,15.73,12.93,11.23,11.77,11.83,11.54,0,16.1,0,14.41,0,15.57,16.04
Alaska : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-AK-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,,ELEC.COST_BTU.PEL-HI-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii : all sectors,,ELEC.COST_BTU.PEL-HI-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-HI-98.M,15.42,W,W,W,W,W,W,W,W,W,15.39,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Hawaii : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-HI-1.M,15.24,15.62,14.4,15.91,17.3,18.69,21.43,22.01,19.41,19.53,15.82,10.96,8.25,7.74,7.81,7.68,8.38,9.67,11.13,11.93,12.97,12.61,12.1,13,12.81,13.53,13.39,13.86,14.49,14.93,14.07,14.48,14.45,14.64,15.24,15.97,16.86,17.56,18.78,20.2,21.55,22.07,21.26,20.69,21.24,21.3,21.06,21.87,21.42,21.73,22.39,23.77,24,23.3,21.15,20.39,21.16,21.86,21.67,21.01,20.08,20.51,21.05,21.48,20.48,20.56,19.89,20.04,21.21,21.63,21.47,20.8,20.91,20.99,20.9,21.67,21.36,20.9,21.38,21.56,20.1,19,16.82,14.46,12.32,9.58,10.6,12.6,11.89,13.86,14.04,12.25,9.8,8.36,9,9.06,7.5,6.22,5.6,7.55,8.57,9.51,10.18,9.21,8.37,9.19,10.17
Hawaii : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-HI-94.M,16.18,W,W,W,W,W,W,W,W,W,13.93,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W 
